hanzi_sc,hanzi_trad,pinyin,pinyin_style2,level,level_zh,cc_cedict_definitions
掠,掠,lüè,lve4,8,高等,to take over by force/to rob/to plunder/to brush over/to skim/to sweep
捎,捎,shāo,shao1,8,高等,to bring sth to sb/to deliver
溯,溯,sù,su4,8,高等,variant of 溯[su4]
牧,牧,mù,mu4,8,高等,to herd/to breed livestock/to govern (old)/government official (old)
紊,紊,wěn,wen3,8,高等,involved/tangled/disorderly/confused/chaotic/Taiwan pr. [wen4]
淆,淆,xiáo,xiao2,8,高等,confused and disorderly/mixed/Taiwan pr. [yao2]
蚀,蝕,shí,shi2,8,高等,to nibble away at sth/to eat into/to erode
巅,巔,diān,dian1,8,高等,summit
惦,惦,diàn,dian4,8,高等,to think of/to remember/to miss
氏,氏,shì,shi4,8,高等,see 月氏[Yue4 zhi1] and 閼氏|阏氏[yan1 zhi1]
涮,涮,shuàn,shuan4,8,高等,to rinse/to trick/to fool sb/to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table)
僵,僵,jiāng,jiang1,8,高等,variant of 僵[jiang1]
觅,覓,mì,mi4,8,高等,old variant of 覓|觅[mi4]
媚,媚,mèi,mei4,8,高等,flatter/charm
焚,焚,fén,fen2,8,高等,to burn
诽,誹,fěi,fei3,8,高等,slander
谤,謗,bàng,bang4,8,高等,to slander/to defame/to speak ill of
钦,欽,qīn,qin1,8,高等,to respect/to admire/to venerate/by the emperor himself
蘸,蘸,zhàn,zhan4,8,高等,"to dip in (ink, sauce etc)"
峙,峙,zhì,zhi4,8,高等,peak/to store
妖,妖,yāo,yao1,8,高等,goblin/witch/devil/bewitching/enchanting/monster/phantom/demon
抨,抨,pēng,peng1,8,高等,attack/impeach
眨,眨,zhǎ,zha3,8,高等,to blink/to wink
瓣,瓣,bàn,ban4,8,高等,"petal/segment/clove (of garlic)/piece/section/fragment/valve/lamella/classifier for pieces, segments etc"
忌,忌,jì,ji4,8,高等,to be jealous of/fear/dread/scruple/to avoid or abstain from/to quit/to give up sth
堡,堡,bǎo,bao3,8,高等,variant of 鋪|铺[pu4]/used in place names
垒,壘,lěi,lei3,8,高等,"rampart/base (in baseball)/to build with stones, bricks etc"
僚,僚,liáo,liao2,8,高等,bureaucrat/colleague
膛,膛,táng,tang2,8,高等,(bound form) hollow space
煽,煽,shān,shan1,8,高等,to fan into a flame/to incite
岳,嶽岳,yuè,yue4,8,高等,high mountain/highest peak of a mountain ridge
矫,矯,jiǎo,jiao3,8,高等,to correct/to rectify/to redress/strong/brave/to pretend/to feign/affectation
爪,爪,zhǎo,zhao3,8,高等,(coll.) foot of an animal or bird/(coll.) foot supporting a cooking pot etc
纽,紐,niǔ,niu3,8,高等,to turn/to wrench/button/nu (Greek letter Νν)
囱,囪,cōng,cong1,8,高等,chimney
挚,摯,zhì,zhi4,8,高等,sincere
溪,溪,xī,xi1,8,高等,variant of 溪[xi1]
稼,稼,jià,jia4,8,高等,to sow grain/(farm) crop
嗜,嗜,shì,shi4,8,高等,addicted to/fond of/stem corresponding to -phil or -phile
绵,緜綿,mián,mian2,8,高等,old variant of 綿|绵[mian2]/cotton
惰,惰,duò,duo4,8,高等,lazy
睬,睬,cǎi,cai3,8,高等,to pay attention/to take notice of/to care for
辫,辮,biàn,bian4,8,高等,a braid or queue/to plait
睦,睦,mù,mu4,8,高等,amicable/harmonious
杖,杖,zhàng,zhang4,8,高等,a staff/a rod/cane/walking stick/to flog with a stick (old)
铭,銘,míng,ming2,8,高等,to engrave/inscribed motto
畜,畜,chù,chu4,8,高等,to raise (animals)
沼,沼,zhǎo,zhao3,8,高等,pond/pool
黏,黏,nián,nian2,8,高等,sticky/glutinous/(Tw) to adhere/to stick on/to glue
稻,稻,dào,dao4,8,高等,paddy/rice (Oryza sativa)
帕,帕,pà,pa4,8,高等,to wrap/kerchief/handkerchief/headscarf/pascal (SI unit)
萧,蕭,xiāo,xiao1,8,高等,miserable/desolate/dreary/Chinese mugwort
裔,裔,yì,yi4,8,高等,descendants/frontier
遛,遛,liú,liu2,8,高等,to stroll/to walk (an animal)
肖,肖,xiào,xiao4,8,高等,similar/resembling/to resemble/to be like
厄,厄,è,e4,8,高等,variant of 厄[e4]
渺,渺,miǎo,miao3,8,高等,(of an expanse of water) vast/distant and indistinct/tiny or insignificant
毙,獘斃,bì,bi4,8,高等,to collapse/variant of 斃|毙[bi4]/variant of 獙[bi4]
饵,餌,ěr,er3,8,高等,pastry/food/to swallow/to lure/bait/lure
猩,猩,xīng,xing1,8,高等,ape
凿,鑿,záo,zao2,8,高等,chisel/to bore a hole/to chisel or dig/(literary) (bound form) certain/authentic/irrefutable/also pr. [zuo4]
瘟,瘟,wēn,wen1,8,高等,epidemic; pestilence; plague/(fig.) stupid; dull; (of a performance) lackluster
斑,斑,bān,ban1,8,高等,spot/colored patch/stripe/spotted/striped/variegated
焊,焊,hàn,han4,8,高等,variant of 焊[han4]
蔼,藹,ǎi,ai3,8,高等,friendly
嗅,嗅,xiù,xiu4,8,高等,to smell/to sniff/to nose
巫,巫,wū,wu1,8,高等,witch/wizard/shaman/also pr. [wu2]
桑,桑,sāng,sang1,8,高等,old variant of 桑[sang1]
匠,匠,jiàng,jiang4,8,高等,craftsman
锈,銹,xiù,xiu4,8,高等,to rust
婉,婉,wǎn,wan3,8,高等,graceful/tactful
陨,隕,yǔn,yun3,8,高等,to fall/meteor/to perish/see also 殞|殒[yun3]
怯,怯,qiè,qie4,8,高等,timid/cowardly/rustic/Taiwan pr. [que4]
椰,椰,yē,ye1,8,高等,(bound form) coconut palm/Taiwan pr. [ye2]
螺,螺,luó,luo2,8,高等,spiral shell/snail/conch
朽,朽,xiǔ,xiu3,8,高等,rotten
窍,竅,qiào,qiao4,8,高等,hole/opening/orifice (of the human body)/(fig.) key (to the solution of a problem)
哨,哨,shào,shao4,8,高等,a whistle/sentry
橙,橙,chéng,cheng2,8,高等,orange tree/orange (color)
柄,柄,bǐng,bing3,8,高等,"handle or shaft (of an axe etc)/(of a flower, leaf or fruit) stem/sth that affords an advantage to an opponent/classifier for knives or blades"
魁,魁,kuí,kui2,8,高等,chief/head/outstanding/exceptional/stalwart
莽,莽,mǎng,mang3,8,高等,(bound form) dense growth of grass/(literary) vast; boundless/(bound form) boorish; reckless
熄,熄,xī,xi1,8,高等,"to extinguish/to put out (fire)/to quench/to stop burning/to go out (of fire, lamp etc)/to come to an end/to wither away/to die out/Taiwan pr. [xi2]"
昧,昧,mèi,mei4,8,高等,to conceal/dark
挟,挾,xié,xie2,8,高等,(bound form) to clasp under the arm/(bound form) to coerce/(bound form) to harbor (resentment etc)
犬,犬,quǎn,quan3,8,高等,dog/Kangxi radical 94
唾,唾,tuò,tuo4,8,高等,saliva/to spit
兆,兆,zhào,zhao4,8,高等,(bound form) omen/to foretell/million; mega-/(Tw) trillion; tera-/(old) billion
靶,靶,bǎ,ba3,8,高等,target/mark
柬,柬,jiǎn,jian3,8,高等,card/note/letter/old variant of 揀|拣[jian3]
烘,烘,hōng,hong1,8,高等,to bake/to heat by fire/to set off by contrast
斧,斧,fǔ,fu3,8,高等,hatchet
殃,殃,yāng,yang1,8,高等,calamity
钳,鉗,qián,qian2,8,高等,pincers/pliers/tongs/claw (of animal)/to grasp with pincers/to pinch/to clamp/to restrain/to restrict/to gag
秽,穢,huì,hui4,8,高等,dirt/filth
藻,藻,zǎo,zao3,8,高等,aquatic grasses/elegant
咧,咧,liě,lie3,9,高等,modal particle expressing exclamation
汛,汛,xùn,xun4,9,高等,high water/flood/to sprinkle water
昔,昔,xī,xi1,9,高等,former times/the past/Taiwan pr. [xi2]
帖,帖,tiē,tie1,9,高等,rubbing from incised inscription
亩,畝,mǔ,mu3,9,高等,old variant of 畝|亩[mu3]
盈,盈,yíng,ying2,9,高等,full/filled/surplus
凸,凸,tū,tu1,9,高等,to stick out/protruding/convex/male (connector etc)/Taiwan pr. [tu2]
磋,磋,cuō,cuo1,9,高等,deliberate/to polish
荫,蔭,yīn,yin1,9,高等,shade
飙,飆,biāo,biao1,9,高等,whirlwind/violent wind
垄,壟,lǒng,long3,9,高等,ridge between fields/crop row; mounded soil forming a ridge in a field/grave mound
曰,曰,yuē,yue1,9,高等,to speak/to say
拓,拓,tuò,tuo4,9,高等,to expand/to push sth with the hand/to develop/to open up
禾,禾,hé,he2,9,高等,cereal/grain
卤,鹵滷,lǔ,lu3,9,高等,alkaline soil/salt/brine/halogen (chemistry)/crass/stupid
禅,禪,chán,chan2,9,高等,to abdicate
侃,侃,kǎn,kan3,9,高等,old variant of 侃[kan3]
舟,舟,zhōu,zhou1,9,高等,boat
弧,弧,hú,hu2,9,高等,arc
鹏,鵬,péng,peng2,9,高等,"Peng, large fabulous bird/roc"
槛,檻,kǎn,kan3,9,高等,door sill/threshold
儒,儒,rú,ru2,9,高等,scholar/Confucian
旨,旨,zhǐ,zhi3,9,高等,imperial decree/purport/aim/purpose
纺,紡,fǎng,fang3,9,高等,to spin (cotton or hemp etc)/fine woven silk fabric
炭,炭,tàn,tan4,9,高等,wood charcoal/coal
媳,媳,xí,xi2,9,高等,daughter-in-law
颈,頸,jǐng,jing3,9,高等,neck
腻,膩,nì,ni4,9,高等,greasy/soft/unctuous/intimate/tired of
玄,玄,xuán,xuan2,9,高等,black/mysterious
辟,辟闢,pì,pi4,9,高等,to open (a door)/to open up (for development)/to dispel; to refute; to repudiate/(bound form) penetrating; incisive
矣,矣,yǐ,yi3,9,高等,"classical final particle, similar to modern 了[le5]"
旬,旬,xún,xun2,9,高等,ten days/ten years/full period
捂,捂,wǔ,wu3,9,高等,"to enclose/to cover with the hand (one's eyes, nose or ears)/to cover up (an affair)/contrary/to contradict"
狭,狹,xiá,xia2,9,高等,old variant of 狹|狭[xia2]
茅,茅,máo,mao2,9,高等,reeds/rushes
阐,闡,chǎn,chan3,9,高等,to express/to disclose/to enlighten/to open
彰,彰,zhāng,zhang1,9,高等,clear/conspicuous/manifest
奠,奠,diàn,dian4,9,高等,to fix/to settle/a libation to the dead
饲,飼,sì,si4,9,高等,to raise/to rear/to feed
萎,萎,wēi,wei1,9,高等,to wither/to drop/to decline/spiritless/Taiwan pr. [wei1]
遏,遏,è,e4,9,高等,to restrain/to check/to hold back
坝,壩,bà,ba4,9,高等,dam/dike; embankment/CL:條|条[tiao2]
匀,勻,yún,yun2,9,高等,even/well-distributed/uniform/to distribute evenly/to share
晤,晤,wù,wu4,9,高等,to meet (socially)
啸,嘯,xiào,xiao4,9,高等,(of people) to whistle/(of birds and animals) to screech; to howl; to roar
畴,疇,chóu,chou2,9,高等,arable fields/cultivated field/class/category
伦,倫,lún,lun2,9,高等,human relationship/order/coherence
栓,栓,shuān,shuan1,9,高等,bottle stopper/plug/(gun) bolt/(grenade) pin
绣,繡,xiù,xiu4,9,高等,to embroider; embroidery
侨,僑,qiáo,qiao2,9,高等,emigrant/to reside abroad
撰,撰,zhuàn,zhuan4,9,高等,variant of 撰[zhuan4]
竣,竣,jùn,jun4,9,高等,complete/finish
逝,逝,shì,shi4,9,高等,(of flowing water or time) to pass by/to pass away; to die
秤,秤,chèng,cheng4,9,高等,steelyard/Roman balance/CL:臺|台[tai2]
顷,頃,qǐng,qing3,9,高等,unit of area equal to 100 畝|亩[mu3] or 6.67 hectares/a short while/a little while ago/circa. (for approximate dates)
譬,譬,pì,pi4,9,高等,to give an example
茫,茫,máng,mang2,9,高等,"vast, with no clear boundary/fig. hazy/indistinct/unclear/confused"
刑,刑,xíng,xing2,9,高等,punishment/penalty/sentence/torture/corporal punishment
窑,窯,yáo,yao2,9,高等,variant of 窯|窑[yao2]
屡,屢,lǚ,lv3,9,高等,time and again/repeatedly/frequently
菊,菊,jú,ju2,9,高等,chrysanthemum
呵,呵,hē,he1,9,高等,expel breath/my goodness
耕,耕,gēng,geng1,9,高等,to plow/to till
煲,煲,bāo,bao1,9,高等,to cook slowly over a low flame/pot/saucepan
倘,倘,tǎng,tang3,9,高等,if; supposing; in case
仲,仲,zhòng,zhong4,9,高等,second month of a season/middle/intermediate/second amongst brothers
缕,縷,lǚ,lv3,9,高等,"strand/thread/detailed/in detail/classifier for wisps (of smoke, mist or vapor), strands, locks (of hair)"
闸,閘牐,zhá,zha2,9,高等,gear/brake/sluice/lock (on waterway)/electric switch or circuit breaker
屑,屑,xiè,xie4,9,高等,bits/fragments/crumbs/filings/trifling/trivial/to condescend to
溢,溢,yì,yi4,9,高等,to overflow/(literary) excessive/old variant of 鎰|镒[yi4]
杜,杜,dù,du4,9,高等,birchleaf pear (tree)/to stop/to prevent/to restrict
舶,舶,bó,bo2,9,高等,ship
屯,屯,tún,tun2,9,高等,difficult/stingy
瞅,瞅,chǒu,chou3,9,高等,old variant of 瞅[chou3]
莲,蓮,lián,lian2,9,高等,lotus
朦,朦,méng,meng2,9,高等,used in 朦朧|朦胧[meng2 long2]
胧,朧,lóng,long2,9,高等,used in 朦朧|朦胧[meng2 long2]
芽,芽,yá,ya2,9,高等,bud/sprout
拱,拱,gǒng,gong3,9,高等,to cup one's hands in salute/to surround/to arch/to dig earth with the snout/arched
渔,漁,yú,yu2,9,高等,fisherman/to fish
缀,綴,zhuì,zhui4,9,高等,to sew/to stitch together/to combine/to link/to connect/to put words together/to compose/to embellish
旱,旱,hàn,han4,9,高等,drought
弘,弘,hóng,hong2,9,高等,great/liberal
卉,卉,huì,hui4,9,高等,plants
朴,朴樸,pǔ,pu3,9,高等,plain and simple/Taiwan pr. [pu2]
倚,倚,yǐ,yi3,9,高等,to lean on/to rely upon
荡,蕩,dàng,dang4,9,高等,to wash/to squander/to sweep away/to move/to shake/dissolute/pond
贬,貶,biǎn,bian3,9,高等,to diminish/to demote/to reduce or devaluate/to disparage/to censure/to depreciate
躯,軀,qū,qu1,9,高等,human body
夷,夷,yí,yi2,9,高等,"non-Han people, esp. to the East of China/barbarians/to wipe out/to exterminate/to tear down/to raze"
轴,軸,zhóu,zhou2,9,高等,see 壓軸戲|压轴戏[ya1 zhou4 xi4]/Taiwan pr. [zhou2]
涤,滌,dí,di2,9,高等,to wash/to cleanse
赤,赤,chì,chi4,9,高等,red/scarlet/bare/naked
滞,滯,zhì,zhi4,9,高等,sluggish
嫂,嫂,sǎo,sao3,9,高等,older brother's wife/sister-in-law
缔,締,dì,di4,9,高等,closely joined/connection/knot
赃,贓,zāng,zang1,9,高等,variant of 贓|赃[zang1]
菩,菩,pú,pu2,9,高等,Bodhisattva
萨,薩,sà,sa4,9,高等,Bodhisattva/surname Sa
曙,曙,shǔ,shu3,9,高等,daybreak/dawn/the dawn of a new epoch (metaphor)/Taiwan pr. [shu4]
秧,秧,yāng,yang1,9,高等,shoots/sprouts
泻,瀉,xiè,xie4,9,高等,to flow out swiftly/to flood/a torrent/diarrhea/laxative
禽,禽,qín,qin2,9,高等,generic term for birds and animals/birds/to capture (old)
诧,詫,chà,cha4,9,高等,to be surprised/to be astonished
讹,訛,é,e2,9,高等,variant of 訛|讹[e2]
廷,廷,tíng,ting2,9,高等,palace courtyard
贾,賈,jiǎ,jia3,9,高等,merchant/to buy
恤,卹恤,xù,xu4,9,高等,variant of 恤[xu4]
弈,弈,yì,yi4,9,高等,ancient name for go (Chinese board game)
徽,徽,huī,hui1,9,高等,badge/emblem/insignia/crest/logo/coat of arms
卒,卒,zú,zu2,9,高等,soldier/servant/to finish/to die/finally/at last/pawn in Chinese chess
囊,囊,náng,nang2,9,高等,sack/purse/pocket (for money)
惋,惋,wǎn,wan3,9,高等,to sigh in regret or pity/Taiwan pr. [wan4]
沧,滄,cāng,cang1,9,高等,blue-green or azure (of water)/vast (of water)/cold
踊,踊踴,yǒng,yong3,9,高等,leap
淀,澱淀,diàn,dian4,9,高等,to form sediment; to precipitate
毅,毅,yì,yi4,9,高等,firm and resolute/staunch
燕,燕,yàn,yan4,9,高等,variant of 燕[yan4]
腥,腥,xīng,xing1,9,高等,fishy (smell)
桨,槳,jiǎng,jiang3,9,高等,oar/paddle
枢,樞,shū,shu1,9,高等,(bound form) hinge; pivot (usu. fig.)
牡,牡,mǔ,mu3,9,高等,"(of a bird, animal or plant) male/key/hills"
丹,丹,dān,dan1,9,高等,red/pellet/powder/cinnabar
霞,霞,xiá,xia2,9,高等,rose-tinted sky or clouds at sunrise or sunset
鞭,鞭,biān,bian1,9,高等,"whip or lash/to flog/to whip/conductor's baton/segmented iron weapon (old)/penis (of animal, served as food)"
炊,炊,chuī,chui1,9,高等,to cook food
隙,隙,xì,xi4,9,高等,crack/crevice/gap or interval/loophole/discord/rift
暮,暮,mù,mu4,9,高等,evening/sunset
昼,晝,zhòu,zhou4,9,高等,daytime
怠,怠,dài,dai4,9,高等,idle/lazy/negligent/careless
岂,豈,qǐ,qi3,9,高等,how? (emphatic question)
迭,迭,dié,die2,9,高等,alternately/repeatedly
懈,懈,xiè,xie4,9,高等,lax/negligent
乔,喬,qiáo,qiao2,9,高等,tall
馅,餡,xiàn,xian4,9,高等,stuffing/forcemeat/filling
沽,沽,gū,gu1,9,高等,to buy/to sell
瑞,瑞,ruì,rui4,9,高等,lucky/auspicious/propitious/rayl (acoustical unit)
衍,衍,yǎn,yan3,9,高等,to spread out/to develop/to overflow/to amplify/superfluous
哗,嘩,huā,hua1,9,高等,variant of 嘩|哗[hua2]
芦,蘆,lú,lu2,9,高等,rush/reed/Phragmites communis
叮,叮,dīng,ding1,9,高等,"to sting or bite (of mosquito, bee etc)/to say repeatedly/to urge insistently/to ask repeatedly/to stick to a point/(onom.) tinkling or jingling sound"
冈,岡,gāng,gang1,9,高等,ridge/mound
纹,紋,wén,wen2,9,高等,line/trace/mark/pattern/grain (of wood etc)
泊,泊,pō,po1,9,高等,lake/Taiwan pr. [bo2]
溉,溉,gài,gai4,9,高等,to irrigate
遂,遂,suì,sui4,9,高等,to satisfy/to succeed/then/thereupon/finally/unexpectedly/to proceed/to reach
胚,胚,pēi,pei1,9,高等,embryo
祀,祀,sì,si4,9,高等,variant of 祀[si4]
甘,甘,gān,gan1,9,高等,sweet/willing
筐,筐,kuāng,kuang1,9,高等,basket/CL:隻|只[zhi1]
匪,匪,fěi,fei3,9,高等,bandit/(literary) not
诵,誦,sòng,song4,9,高等,to read aloud/to recite
捶,捶,chuí,chui2,9,高等,variant of 捶[chui2]
抒,抒,shū,shu1,9,高等,to express/to give expression to/variant of 紓|纾[shu1]/to relieve
倔,倔,jué,jue2,9,高等,gruff; surly
秃,禿,tū,tu1,9,高等,bald (lacking hair or feathers)/barren; bare; denuded/blunt (lacking a point)/(of a piece of writing) unsatisfactory; lacking something
凄,淒凄,qī,qi1,9,高等,intense cold/frigid/dismal/grim/bleak/sad/mournful
抠,摳,kōu,kou1,9,高等,to dig out/to pick out (with one's fingers)/to carve/to cut/to study meticulously/to lift one's clothes/stingy/miserly
赫,赫,hè,he4,9,高等,"awe-inspiring/abbr. for 赫茲|赫兹[he4 zi1], hertz (Hz)"
敦,敦,dūn,dun1,9,高等,kindhearted/place name
汹,洶,xiōng,xiong1,9,高等,torrential rush/tumultuous
伊,伊,yī,yi1,9,高等,"(old) third person singular pronoun (""he"" or ""she"")/second person singular pronoun (""you"")/(May 4th period) third person singular feminine pronoun (""she"")/(Classical Chinese) introductory particle with no specific meaning/that (preceding a noun)"
兰,蘭,lán,lan2,9,高等,orchid (蘭花|兰花 Cymbidium goeringii)/fragrant thoroughwort (蘭草|兰草 Eupatorium fortunei)/lily magnolia (木蘭|木兰)
逾,逾,yú,yu2,9,高等,to exceed/to go beyond/to transcend/to cross over/to jump over
勘,勘,kān,kan1,9,高等,to investigate/to survey/to collate
狈,狽,bèi,bei4,9,高等,a legendary wolf/distressed/wretched
酵,酵,jiào,jiao4,9,高等,yeast; leaven/fermentation/Taiwan pr. [xiao4]
嵌,嵌,qiàn,qian4,9,高等,to inlay/to embed/Taiwan pr. [qian1]
韵,韻,yùn,yun4,9,高等,the final (of a syllable) (Chinese phonology)/rhyme/appeal/charm/(literary) pleasant sound
灸,灸,jiǔ,jiu3,9,高等,moxibustion (TCM)
刨,刨,páo,pao2,9,高等,variant of 刨[bao4]
浆,漿,jiāng,jiang1,9,高等,variant of 糨[jiang4]
孝,孝,xiào,xiao4,9,高等,filial piety or obedience/mourning apparel
渊,淵,yuān,yuan1,9,高等,deep pool/deep/profound
媲,媲,pì,pi4,9,高等,to match/to pair
逸,逸,yì,yi4,9,高等,to escape/leisurely/outstanding
澜,瀾,lán,lan2,9,高等,swelling water
弛,弛,chí,chi2,9,高等,to unstring a bow/to slacken/to relax/to loosen
沛,沛,pèi,pei4,9,高等,copious/abundant
枣,棗,zǎo,zao3,9,高等,(bound form) jujube; Chinese date (Zizyphus jujuba)
颓,頹,tuí,tui2,9,高等,variant of 頹|颓[tui2]
荧,熒,yíng,ying2,9,高等,a glimmer/glimmering/twinkling/fluorescence/phosphorescence/perplexed/dazzled and confused/planet Mars (arch.)
铸,鑄,zhù,zhu4,9,高等,to cast or found metals
巷,巷,xiàng,xiang4,9,高等,lane/alley
喧,喧,xuān,xuan1,9,高等,variant of 喧[xuan1]/old variant of 諼|谖[xuan1]
陡,陡,dǒu,dou3,9,高等,steep/precipitous/abrubtly/suddenly/unexpectedly
缅,緬,miǎn,mian3,9,高等,distant/remote/detailed
孵,孵,fū,fu1,9,高等,breeding/to incubate/to hatch
粽,粽,zòng,zong4,9,高等,variant of 粽[zong4]
逊,遜,xùn,xun4,9,高等,to abdicate/modest/yielding/unpretentious/inferior to/(slang) to suck
溶,溶,róng,rong2,9,高等,to dissolve/soluble
